control,tf,tipo,direccion,confirmation_time_utc,bar_index_local,nivel,zone_high,source_close,detector_object_id,occurrence_id
B,H4,OB,1,2026-08-24T04:00:00+00:00,510,1.16741,1.16841,,OB_H4_510_BULL,H4|OB|2026-08-24T04:00:00+00:00|1
B,H4,FVG,-1,2026-08-24T16:00:00+00:00,513,1.16738,1.16754,,FVG_H4_513_BEAR,H4|FVG|2026-08-24T16:00:00+00:00|-1
B,H1,DISPLACEMENT,-1,2026-08-24T11:00:00+00:00,739,1.16647,1.16806,1.16672,,H1|DISPLACEMENT|2026-08-24T11:00:00+00:00|-1
B,H1,OB,-1,2026-08-24T02:00:00+00:00,730,1.16757,1.16785,,OB_H1_730_BEAR,H1|OB|2026-08-24T02:00:00+00:00|-1
B,H1,FVG,1,2026-08-24T04:00:00+00:00,732,1.16798,1.16821,,FVG_H1_732_BULL,H1|FVG|2026-08-24T04:00:00+00:00|1
B,H1,FVG,-1,2026-08-24T12:00:00+00:00,740,1.16685,1.1674,,FVG_H1_740_BEAR,H1|FVG|2026-08-24T12:00:00+00:00|-1
B,M15,BOS,1,2026-08-24T01:30:00+00:00,1362,1.16785,,1.16788,,M15|BOS|2026-08-24T01:30:00+00:00|1
B,M15,BOS,-1,2026-08-24T11:00:00+00:00,1400,1.16728,,1.16672,,M15|BOS|2026-08-24T11:00:00+00:00|-1
B,M15,CHOCH,-1,2026-08-24T01:45:00+00:00,1363,1.16785,,1.16761,,M15|CHOCH|2026-08-24T01:45:00+00:00|-1
B,M15,CHOCH,-1,2026-08-24T04:30:00+00:00,1374,1.16785,,1.16773,,M15|CHOCH|2026-08-24T04:30:00+00:00|-1
B,M15,CHOCH,-1,2026-08-24T07:15:00+00:00,1385,1.16785,,1.16776,,M15|CHOCH|2026-08-24T07:15:00+00:00|-1
B,M15,CHOCH,-1,2026-08-24T08:45:00+00:00,1391,1.16785,,1.16761,,M15|CHOCH|2026-08-24T08:45:00+00:00|-1
B,M15,CHOCH,-1,2026-08-24T09:30:00+00:00,1394,1.16785,,1.16749,,M15|CHOCH|2026-08-24T09:30:00+00:00|-1
B,M15,CHOCH,1,2026-08-24T15:30:00+00:00,1418,1.16728,,1.16732,,M15|CHOCH|2026-08-24T15:30:00+00:00|1
B,M15,CHOCH,1,2026-08-24T16:15:00+00:00,1421,1.16728,,1.16732,,M15|CHOCH|2026-08-24T16:15:00+00:00|1
B,M15,MSS,1,2026-08-24T01:30:00+00:00,1362,1.16788,,1.16788,,M15|MSS|2026-08-24T01:30:00+00:00|1
B,M15,DISPLACEMENT,1,2026-08-24T03:00:00+00:00,1368,1.16758,1.16825,1.16825,,M15|DISPLACEMENT|2026-08-24T03:00:00+00:00|1
B,M15,DISPLACEMENT,1,2026-08-24T15:30:00+00:00,1418,1.16642,1.16735,1.16732,,M15|DISPLACEMENT|2026-08-24T15:30:00+00:00|1
B,M15,DISPLACEMENT,-1,2026-08-24T10:45:00+00:00,1399,1.16659,1.16768,1.16661,,M15|DISPLACEMENT|2026-08-24T10:45:00+00:00|-1
B,M15,OB,1,2026-08-24T09:00:00+00:00,1392,1.1676,1.16798,,OB_M15_1392_BULL,M15|OB|2026-08-24T09:00:00+00:00|1
B,M15,OB,1,2026-08-24T11:45:00+00:00,1403,1.16607,1.16654,,OB_M15_1403_BULL,M15|OB|2026-08-24T11:45:00+00:00|1
B,M15,FVG,1,2026-08-24T00:45:00+00:00,1359,1.16768,1.16775,,FVG_M15_1359_BULL,M15|FVG|2026-08-24T00:45:00+00:00|1
B,M15,FVG,-1,2026-08-24T02:00:00+00:00,1364,1.16762,1.16777,,FVG_M15_1364_BEAR,M15|FVG|2026-08-24T02:00:00+00:00|-1
B,M15,FVG,1,2026-08-24T03:15:00+00:00,1369,1.16764,1.16821,,FVG_M15_1369_BULL,M15|FVG|2026-08-24T03:15:00+00:00|1
B,M15,FVG,1,2026-08-24T03:30:00+00:00,1370,1.16825,1.16836,,FVG_M15_1370_BULL,M15|FVG|2026-08-24T03:30:00+00:00|1
B,M15,FVG,-1,2026-08-24T04:30:00+00:00,1374,1.16812,1.16823,,FVG_M15_1374_BEAR,M15|FVG|2026-08-24T04:30:00+00:00|-1
B,M15,FVG,-1,2026-08-24T04:45:00+00:00,1375,1.16787,1.16808,,FVG_M15_1375_BEAR,M15|FVG|2026-08-24T04:45:00+00:00|-1
B,M15,FVG,1,2026-08-24T05:15:00+00:00,1377,1.16787,1.16806,,FVG_M15_1377_BULL,M15|FVG|2026-08-24T05:15:00+00:00|1
B,M15,FVG,-1,2026-08-24T11:00:00+00:00,1400,1.16697,1.16707,,FVG_M15_1400_BEAR,M15|FVG|2026-08-24T11:00:00+00:00|-1
B,M5,BOS,1,2026-08-24T00:25:00+00:00,2061,1.16777,,1.16785,,M5|BOS|2026-08-24T00:25:00+00:00|1
B,M5,BOS,-1,2026-08-24T01:45:00+00:00,2077,1.16777,,1.16761,,M5|BOS|2026-08-24T01:45:00+00:00|-1
B,M5,BOS,1,2026-08-24T02:55:00+00:00,2091,1.16764,,1.16793,,M5|BOS|2026-08-24T02:55:00+00:00|1
B,M5,BOS,-1,2026-08-24T04:20:00+00:00,2108,1.16823,,1.168,,M5|BOS|2026-08-24T04:20:00+00:00|-1
B,M5,BOS,1,2026-08-24T05:05:00+00:00,2117,1.16806,,1.1682,,M5|BOS|2026-08-24T05:05:00+00:00|1
B,M5,BOS,-1,2026-08-24T05:40:00+00:00,2124,1.16806,,1.16803,,M5|BOS|2026-08-24T05:40:00+00:00|-1
B,M5,BOS,1,2026-08-24T07:35:00+00:00,2147,1.16804,,1.16805,,M5|BOS|2026-08-24T07:35:00+00:00|1
B,M5,BOS,-1,2026-08-24T08:30:00+00:00,2158,1.16798,,1.16791,,M5|BOS|2026-08-24T08:30:00+00:00|-1
B,M5,BOS,1,2026-08-24T14:35:00+00:00,2231,1.16669,,1.16675,,M5|BOS|2026-08-24T14:35:00+00:00|1
B,M5,BOS,-1,2026-08-24T17:00:00+00:00,2260,1.16665,,1.16651,,M5|BOS|2026-08-24T17:00:00+00:00|-1
B,M5,BOS,1,2026-08-24T17:35:00+00:00,2267,1.16688,,1.16704,,M5|BOS|2026-08-24T17:35:00+00:00|1
B,M5,BOS,-1,2026-08-24T19:55:00+00:00,2295,1.16651,,1.16642,,M5|BOS|2026-08-24T19:55:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T01:05:00+00:00,2069,1.16777,,1.16767,,M5|CHOCH|2026-08-24T01:05:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T01:40:00+00:00,2076,1.16777,,1.16756,,M5|CHOCH|2026-08-24T01:40:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T05:35:00+00:00,2123,1.16806,,1.16805,,M5|CHOCH|2026-08-24T05:35:00+00:00|-1
B,M5,CHOCH,1,2026-08-24T05:45:00+00:00,2125,1.16806,,1.16813,,M5|CHOCH|2026-08-24T05:45:00+00:00|1
B,M5,CHOCH,1,2026-08-24T05:55:00+00:00,2127,1.16806,,1.16814,,M5|CHOCH|2026-08-24T05:55:00+00:00|1
B,M5,CHOCH,1,2026-08-24T07:30:00+00:00,2146,1.16806,,1.16807,,M5|CHOCH|2026-08-24T07:30:00+00:00|1
B,M5,CHOCH,-1,2026-08-24T07:50:00+00:00,2150,1.16804,,1.16803,,M5|CHOCH|2026-08-24T07:50:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T08:15:00+00:00,2155,1.16804,,1.16803,,M5|CHOCH|2026-08-24T08:15:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T08:25:00+00:00,2157,1.16804,,1.1679,,M5|CHOCH|2026-08-24T08:25:00+00:00|-1
B,M5,CHOCH,1,2026-08-24T09:00:00+00:00,2164,1.16798,,1.16805,,M5|CHOCH|2026-08-24T09:00:00+00:00|1
B,M5,CHOCH,-1,2026-08-24T14:40:00+00:00,2232,1.16669,,1.16664,,M5|CHOCH|2026-08-24T14:40:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T15:00:00+00:00,2236,1.16669,,1.16668,,M5|CHOCH|2026-08-24T15:00:00+00:00|-1
B,M5,CHOCH,1,2026-08-24T17:15:00+00:00,2263,1.16665,,1.16678,,M5|CHOCH|2026-08-24T17:15:00+00:00|1
B,M5,CHOCH,-1,2026-08-24T17:40:00+00:00,2268,1.16688,,1.16683,,M5|CHOCH|2026-08-24T17:40:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T17:55:00+00:00,2271,1.16688,,1.16662,,M5|CHOCH|2026-08-24T17:55:00+00:00|-1
B,M5,CHOCH,-1,2026-08-24T18:40:00+00:00,2280,1.16688,,1.16686,,M5|CHOCH|2026-08-24T18:40:00+00:00|-1
B,M5,MSS,1,2026-08-24T02:55:00+00:00,2091,1.16793,,1.16793,,M5|MSS|2026-08-24T02:55:00+00:00|1
B,M5,MSS,1,2026-08-24T05:05:00+00:00,2117,1.1682,,1.1682,,M5|MSS|2026-08-24T05:05:00+00:00|1
B,M5,DISPLACEMENT,1,2026-08-24T01:10:00+00:00,2070,1.16765,1.1679,1.16789,,M5|DISPLACEMENT|2026-08-24T01:10:00+00:00|1
B,M5,DISPLACEMENT,1,2026-08-24T02:55:00+00:00,2091,1.1677,1.16798,1.16793,,M5|DISPLACEMENT|2026-08-24T02:55:00+00:00|1
B,M5,DISPLACEMENT,1,2026-08-24T03:00:00+00:00,2092,1.16793,1.16825,1.16825,,M5|DISPLACEMENT|2026-08-24T03:00:00+00:00|1
B,M5,DISPLACEMENT,1,2026-08-24T03:05:00+00:00,2093,1.16821,1.16853,1.16852,,M5|DISPLACEMENT|2026-08-24T03:05:00+00:00|1
B,M5,DISPLACEMENT,-1,2026-08-24T01:40:00+00:00,2076,1.16756,1.1678,1.16756,,M5|DISPLACEMENT|2026-08-24T01:40:00+00:00|-1
B,M5,DISPLACEMENT,-1,2026-08-24T10:45:00+00:00,2185,1.16659,1.16734,1.16661,,M5|DISPLACEMENT|2026-08-24T10:45:00+00:00|-1
B,M5,DISPLACEMENT,-1,2026-08-24T20:25:00+00:00,2301,1.16567,1.16623,1.16573,,M5|DISPLACEMENT|2026-08-24T20:25:00+00:00|-1
B,M5,OB,1,2026-08-24T00:10:00+00:00,2058,1.16757,1.16758,,OB_M5_2058_BULL,M5|OB|2026-08-24T00:10:00+00:00|1
B,M5,OB,1,2026-08-24T00:20:00+00:00,2060,1.16764,1.16765,,OB_M5_2060_BULL,M5|OB|2026-08-24T00:20:00+00:00|1
B,M5,OB,-1,2026-08-24T05:50:00+00:00,2126,1.16802,1.16815,,OB_M5_2126_BEAR,M5|OB|2026-08-24T05:50:00+00:00|-1
B,M5,OB,-1,2026-08-24T17:55:00+00:00,2271,1.16676,1.16704,,OB_M5_2271_BEAR,M5|OB|2026-08-24T17:55:00+00:00|-1
B,M5,OB,1,2026-08-24T19:05:00+00:00,2285,1.16638,1.16673,,OB_M5_2285_BULL,M5|OB|2026-08-24T19:05:00+00:00|1
B,M5,FVG,1,2026-08-24T00:15:00+00:00,2059,1.16758,1.16764,,FVG_M5_2059_BULL,M5|FVG|2026-08-24T00:15:00+00:00|1
B,M5,FVG,1,2026-08-24T00:25:00+00:00,2061,1.16765,1.16778,,FVG_M5_2061_BULL,M5|FVG|2026-08-24T00:25:00+00:00|1
B,M5,FVG,1,2026-08-24T00:30:00+00:00,2062,1.1678,1.16782,,FVG_M5_2062_BULL,M5|FVG|2026-08-24T00:30:00+00:00|1
B,M5,FVG,-1,2026-08-24T01:45:00+00:00,2077,1.16766,1.16777,,FVG_M5_2077_BEAR,M5|FVG|2026-08-24T01:45:00+00:00|-1
B,M5,FVG,-1,2026-08-24T02:20:00+00:00,2084,1.16756,1.16758,,FVG_M5_2084_BEAR,M5|FVG|2026-08-24T02:20:00+00:00|-1
B,M5,FVG,1,2026-08-24T02:30:00+00:00,2086,1.16756,1.16757,,FVG_M5_2086_BULL,M5|FVG|2026-08-24T02:30:00+00:00|1
B,M5,FVG,1,2026-08-24T02:55:00+00:00,2091,1.16762,1.1677,,FVG_M5_2091_BULL,M5|FVG|2026-08-24T02:55:00+00:00|1
B,M5,FVG,1,2026-08-24T03:00:00+00:00,2092,1.16775,1.16793,,FVG_M5_2092_BULL,M5|FVG|2026-08-24T03:00:00+00:00|1
B,M5,FVG,1,2026-08-24T03:05:00+00:00,2093,1.16798,1.16821,,FVG_M5_2093_BULL,M5|FVG|2026-08-24T03:05:00+00:00|1
B,M5,FVG,1,2026-08-24T03:10:00+00:00,2094,1.16825,1.16835,,FVG_M5_2094_BULL,M5|FVG|2026-08-24T03:10:00+00:00|1
B,M5,FVG,-1,2026-08-24T04:20:00+00:00,2108,1.16812,1.16818,,FVG_M5_2108_BEAR,M5|FVG|2026-08-24T04:20:00+00:00|-1
B,M5,FVG,-1,2026-08-24T04:25:00+00:00,2109,1.16802,1.16808,,FVG_M5_2109_BEAR,M5|FVG|2026-08-24T04:25:00+00:00|-1
B,M5,FVG,-1,2026-08-24T04:35:00+00:00,2111,1.16779,1.16785,,FVG_M5_2111_BEAR,M5|FVG|2026-08-24T04:35:00+00:00|-1
B,M5,FVG,1,2026-08-24T04:50:00+00:00,2114,1.16782,1.16783,,FVG_M5_2114_BULL,M5|FVG|2026-08-24T04:50:00+00:00|1
B,M5,FVG,1,2026-08-24T04:55:00+00:00,2115,1.16787,1.168,,FVG_M5_2115_BULL,M5|FVG|2026-08-24T04:55:00+00:00|1
B,M5,FVG,1,2026-08-24T05:00:00+00:00,2116,1.16806,1.16812,,FVG_M5_2116_BULL,M5|FVG|2026-08-24T05:00:00+00:00|1
B,M5,FVG,1,2026-08-24T05:20:00+00:00,2120,1.16826,1.16831,,FVG_M5_2120_BULL,M5|FVG|2026-08-24T05:20:00+00:00|1
B,M5,FVG,-1,2026-08-24T05:35:00+00:00,2123,1.16824,1.1683,,FVG_M5_2123_BEAR,M5|FVG|2026-08-24T05:35:00+00:00|-1
B,M5,FVG,-1,2026-08-24T05:40:00+00:00,2124,1.16816,1.16822,,FVG_M5_2124_BEAR,M5|FVG|2026-08-24T05:40:00+00:00|-1
B,M5,FVG,-1,2026-08-24T06:50:00+00:00,2138,1.16802,1.16804,,FVG_M5_2138_BEAR,M5|FVG|2026-08-24T06:50:00+00:00|-1
B,M5,FVG,-1,2026-08-24T07:10:00+00:00,2142,1.1678,1.16792,,FVG_M5_2142_BEAR,M5|FVG|2026-08-24T07:10:00+00:00|-1
B,M5,FVG,1,2026-08-24T07:30:00+00:00,2146,1.16782,1.16784,,FVG_M5_2146_BULL,M5|FVG|2026-08-24T07:30:00+00:00|1
B,M5,FVG,1,2026-08-24T07:35:00+00:00,2147,1.16791,1.168,,FVG_M5_2147_BULL,M5|FVG|2026-08-24T07:35:00+00:00|1
B,M5,FVG,-1,2026-08-24T08:45:00+00:00,2161,1.16778,1.16782,,FVG_M5_2161_BEAR,M5|FVG|2026-08-24T08:45:00+00:00|-1
B,M5,FVG,1,2026-08-24T09:00:00+00:00,2164,1.16775,1.16782,,FVG_M5_2164_BULL,M5|FVG|2026-08-24T09:00:00+00:00|1
B,M5,FVG,-1,2026-08-24T09:30:00+00:00,2170,1.16761,1.16771,,FVG_M5_2170_BEAR,M5|FVG|2026-08-24T09:30:00+00:00|-1
B,M5,FVG,1,2026-08-24T09:40:00+00:00,2172,1.16761,1.16772,,FVG_M5_2172_BULL,M5|FVG|2026-08-24T09:40:00+00:00|1
B,M5,FVG,-1,2026-08-24T10:15:00+00:00,2179,1.16771,1.16775,,FVG_M5_2179_BEAR,M5|FVG|2026-08-24T10:15:00+00:00|-1
B,M5,FVG,-1,2026-08-24T10:20:00+00:00,2180,1.16734,1.16741,,FVG_M5_2180_BEAR,M5|FVG|2026-08-24T10:20:00+00:00|-1
B,M5,FVG,-1,2026-08-24T10:45:00+00:00,2185,1.16734,1.16736,,FVG_M5_2185_BEAR,M5|FVG|2026-08-24T10:45:00+00:00|-1
B,M5,FVG,-1,2026-08-24T10:50:00+00:00,2186,1.16678,1.16732,,FVG_M5_2186_BEAR,M5|FVG|2026-08-24T10:50:00+00:00|-1
B,M5,FVG,-1,2026-08-24T11:20:00+00:00,2192,1.16647,1.16649,,FVG_M5_2192_BEAR,M5|FVG|2026-08-24T11:20:00+00:00|-1
B,M5,FVG,1,2026-08-24T11:45:00+00:00,2197,1.16632,1.1664,,FVG_M5_2197_BULL,M5|FVG|2026-08-24T11:45:00+00:00|1
B,M5,FVG,1,2026-08-24T12:55:00+00:00,2211,1.1663,1.16637,,FVG_M5_2211_BULL,M5|FVG|2026-08-24T12:55:00+00:00|1
B,M5,FVG,-1,2026-08-24T13:50:00+00:00,2222,1.16638,1.16642,,FVG_M5_2222_BEAR,M5|FVG|2026-08-24T13:50:00+00:00|-1
B,M5,FVG,1,2026-08-24T14:00:00+00:00,2224,1.16638,1.16641,,FVG_M5_2224_BULL,M5|FVG|2026-08-24T14:00:00+00:00|1
B,M5,FVG,1,2026-08-24T14:30:00+00:00,2230,1.16655,1.16668,,FVG_M5_2230_BULL,M5|FVG|2026-08-24T14:30:00+00:00|1
B,M5,FVG,1,2026-08-24T15:25:00+00:00,2241,1.16662,1.16666,,FVG_M5_2241_BULL,M5|FVG|2026-08-24T15:25:00+00:00|1
B,M5,FVG,1,2026-08-24T15:30:00+00:00,2242,1.16681,1.167,,FVG_M5_2242_BULL,M5|FVG|2026-08-24T15:30:00+00:00|1
B,M5,FVG,1,2026-08-24T16:20:00+00:00,2252,1.16716,1.16726,,FVG_M5_2252_BULL,M5|FVG|2026-08-24T16:20:00+00:00|1
B,M5,FVG,1,2026-08-24T17:30:00+00:00,2266,1.16681,1.16686,,FVG_M5_2266_BULL,M5|FVG|2026-08-24T17:30:00+00:00|1
B,M5,FVG,-1,2026-08-24T17:45:00+00:00,2269,1.16688,1.16693,,FVG_M5_2269_BEAR,M5|FVG|2026-08-24T17:45:00+00:00|-1
B,M5,FVG,-1,2026-08-24T20:30:00+00:00,2302,1.16591,1.16611,,FVG_M5_2302_BEAR,M5|FVG|2026-08-24T20:30:00+00:00|-1
B,M1,BOS,-1,2026-08-24T00:14:00+00:00,10298,1.16765,,1.16764,,M1|BOS|2026-08-24T00:14:00+00:00|-1
B,M1,BOS,1,2026-08-24T00:18:00+00:00,10302,1.16768,,1.16771,,M1|BOS|2026-08-24T00:18:00+00:00|1
B,M1,BOS,-1,2026-08-24T00:41:00+00:00,10325,1.16779,,1.16777,,M1|BOS|2026-08-24T00:41:00+00:00|-1
B,M1,BOS,1,2026-08-24T01:08:00+00:00,10352,1.16767,,1.16775,,M1|BOS|2026-08-24T01:08:00+00:00|1
B,M1,BOS,-1,2026-08-24T01:36:00+00:00,10380,1.16781,,1.16768,,M1|BOS|2026-08-24T01:36:00+00:00|-1
B,M1,BOS,1,2026-08-24T02:05:00+00:00,10409,1.16759,,1.16761,,M1|BOS|2026-08-24T02:05:00+00:00|1
B,M1,BOS,-1,2026-08-24T02:16:00+00:00,10420,1.16755,,1.16754,,M1|BOS|2026-08-24T02:16:00+00:00|-1
B,M1,BOS,1,2026-08-24T02:25:00+00:00,10429,1.16758,,1.16761,,M1|BOS|2026-08-24T02:25:00+00:00|1
B,M1,BOS,-1,2026-08-24T02:35:00+00:00,10439,1.16757,,1.16753,,M1|BOS|2026-08-24T02:35:00+00:00|-1
B,M1,BOS,1,2026-08-24T02:51:00+00:00,10455,1.16768,,1.16773,,M1|BOS|2026-08-24T02:51:00+00:00|1
B,M1,BOS,-1,2026-08-24T03:22:00+00:00,10486,1.16845,,1.1684,,M1|BOS|2026-08-24T03:22:00+00:00|-1
B,M1,BOS,1,2026-08-24T03:59:00+00:00,10523,1.16841,,1.16846,,M1|BOS|2026-08-24T03:59:00+00:00|1
B,M1,BOS,-1,2026-08-24T04:16:00+00:00,10540,1.16818,,1.16802,,M1|BOS|2026-08-24T04:16:00+00:00|-1
B,M1,BOS,1,2026-08-24T04:45:00+00:00,10569,1.16782,,1.16785,,M1|BOS|2026-08-24T04:45:00+00:00|1
B,M1,BOS,-1,2026-08-24T05:29:00+00:00,10613,1.1683,,1.16825,,M1|BOS|2026-08-24T05:29:00+00:00|-1
B,M1,BOS,1,2026-08-24T05:57:00+00:00,10641,1.16806,,1.16828,,M1|BOS|2026-08-24T05:57:00+00:00|1
B,M1,BOS,-1,2026-08-24T06:03:00+00:00,10647,1.16817,,1.16809,,M1|BOS|2026-08-24T06:03:00+00:00|-1
B,M1,BOS,1,2026-08-24T07:28:00+00:00,10732,1.16789,,1.16798,,M1|BOS|2026-08-24T07:28:00+00:00|1
B,M1,BOS,-1,2026-08-24T08:05:00+00:00,10769,1.16811,,1.16809,,M1|BOS|2026-08-24T08:05:00+00:00|-1
B,M1,BOS,1,2026-08-24T08:53:00+00:00,10817,1.16775,,1.16783,,M1|BOS|2026-08-24T08:53:00+00:00|1
B,M1,BOS,-1,2026-08-24T09:07:00+00:00,10831,1.1679,,1.16788,,M1|BOS|2026-08-24T09:07:00+00:00|-1
B,M1,BOS,1,2026-08-24T09:34:00+00:00,10858,1.16764,,1.1677,,M1|BOS|2026-08-24T09:34:00+00:00|1
B,M1,BOS,-1,2026-08-24T09:59:00+00:00,10883,1.16781,,1.16774,,M1|BOS|2026-08-24T09:59:00+00:00|-1
B,M1,BOS,1,2026-08-24T10:24:00+00:00,10908,1.16737,,1.16743,,M1|BOS|2026-08-24T10:24:00+00:00|1
B,M1,BOS,-1,2026-08-24T10:41:00+00:00,10925,1.16747,,1.16727,,M1|BOS|2026-08-24T10:41:00+00:00|-1
B,M1,BOS,1,2026-08-24T11:40:00+00:00,10984,1.16633,,1.16645,,M1|BOS|2026-08-24T11:40:00+00:00|1
B,M1,BOS,-1,2026-08-24T11:57:00+00:00,11001,1.16651,,1.16647,,M1|BOS|2026-08-24T11:57:00+00:00|-1
B,M1,BOS,1,2026-08-24T12:32:00+00:00,11036,1.16629,,1.1664,,M1|BOS|2026-08-24T12:32:00+00:00|1
B,M1,BOS,-1,2026-08-24T12:37:00+00:00,11041,1.1662,,1.16607,,M1|BOS|2026-08-24T12:37:00+00:00|-1
B,M1,BOS,1,2026-08-24T12:46:00+00:00,11050,1.16625,,1.16631,,M1|BOS|2026-08-24T12:46:00+00:00|1
B,M1,BOS,-1,2026-08-24T13:40:00+00:00,11104,1.16646,,1.16644,,M1|BOS|2026-08-24T13:40:00+00:00|-1
B,M1,BOS,1,2026-08-24T13:53:00+00:00,11117,1.16636,,1.16652,,M1|BOS|2026-08-24T13:53:00+00:00|1
B,M1,BOS,-1,2026-08-24T14:03:00+00:00,11127,1.16641,,1.16637,,M1|BOS|2026-08-24T14:03:00+00:00|-1
B,M1,BOS,1,2026-08-24T14:25:00+00:00,11149,1.16657,,1.16669,,M1|BOS|2026-08-24T14:25:00+00:00|1
B,M1,BOS,-1,2026-08-24T14:34:00+00:00,11158,1.16665,,1.16658,,M1|BOS|2026-08-24T14:34:00+00:00|-1
B,M1,BOS,1,2026-08-24T14:38:00+00:00,11162,1.16683,,1.16702,,M1|BOS|2026-08-24T14:38:00+00:00|1
B,M1,BOS,-1,2026-08-24T14:45:00+00:00,11169,1.1666,,1.16658,,M1|BOS|2026-08-24T14:45:00+00:00|-1
B,M1,BOS,1,2026-08-24T15:13:00+00:00,11197,1.16647,,1.16653,,M1|BOS|2026-08-24T15:13:00+00:00|1
B,M1,BOS,-1,2026-08-24T15:34:00+00:00,11218,1.167,,1.16694,,M1|BOS|2026-08-24T15:34:00+00:00|-1
B,M1,BOS,1,2026-08-24T15:53:00+00:00,11237,1.16698,,1.16711,,M1|BOS|2026-08-24T15:53:00+00:00|1
B,M1,BOS,-1,2026-08-24T16:08:00+00:00,11252,1.16695,,1.16691,,M1|BOS|2026-08-24T16:08:00+00:00|-1
B,M1,BOS,1,2026-08-24T16:13:00+00:00,11257,1.16707,,1.16716,,M1|BOS|2026-08-24T16:13:00+00:00|1
B,M1,BOS,-1,2026-08-24T16:28:00+00:00,11272,1.16722,,1.16713,,M1|BOS|2026-08-24T16:28:00+00:00|-1
B,M1,BOS,1,2026-08-24T17:15:00+00:00,11319,1.16668,,1.16678,,M1|BOS|2026-08-24T17:15:00+00:00|1
B,M1,BOS,-1,2026-08-24T17:40:00+00:00,11344,1.16693,,1.16683,,M1|BOS|2026-08-24T17:40:00+00:00|-1
B,M1,BOS,1,2026-08-24T17:48:00+00:00,11352,1.1668,,1.16699,,M1|BOS|2026-08-24T17:48:00+00:00|1
B,M1,BOS,-1,2026-08-24T18:46:00+00:00,11410,1.16683,,1.16678,,M1|BOS|2026-08-24T18:46:00+00:00|-1
B,M1,BOS,1,2026-08-24T20:33:00+00:00,11517,1.16591,,1.16592,,M1|BOS|2026-08-24T20:33:00+00:00|1
B,M1,CHOCH,1,2026-08-24T00:17:00+00:00,10301,1.16765,,1.16772,,M1|CHOCH|2026-08-24T00:17:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T02:07:00+00:00,10411,1.16759,,1.16758,,M1|CHOCH|2026-08-24T02:07:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T02:09:00+00:00,10413,1.16759,,1.16758,,M1|CHOCH|2026-08-24T02:09:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T02:13:00+00:00,10417,1.16759,,1.16758,,M1|CHOCH|2026-08-24T02:13:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T02:22:00+00:00,10426,1.16755,,1.16758,,M1|CHOCH|2026-08-24T02:22:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T02:28:00+00:00,10432,1.16758,,1.16757,,M1|CHOCH|2026-08-24T02:28:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T02:34:00+00:00,10438,1.16758,,1.16752,,M1|CHOCH|2026-08-24T02:34:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T02:36:00+00:00,10440,1.16757,,1.16759,,M1|CHOCH|2026-08-24T02:36:00+00:00|1
B,M1,CHOCH,1,2026-08-24T02:39:00+00:00,10443,1.16757,,1.16758,,M1|CHOCH|2026-08-24T02:39:00+00:00|1
B,M1,CHOCH,1,2026-08-24T02:45:00+00:00,10449,1.16757,,1.16761,,M1|CHOCH|2026-08-24T02:45:00+00:00|1
B,M1,CHOCH,1,2026-08-24T03:23:00+00:00,10487,1.16845,,1.16852,,M1|CHOCH|2026-08-24T03:23:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T04:03:00+00:00,10527,1.16841,,1.1684,,M1|CHOCH|2026-08-24T04:03:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T04:08:00+00:00,10532,1.16841,,1.16832,,M1|CHOCH|2026-08-24T04:08:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T06:27:00+00:00,10671,1.16817,,1.16818,,M1|CHOCH|2026-08-24T06:27:00+00:00|1
B,M1,CHOCH,1,2026-08-24T08:18:00+00:00,10782,1.16811,,1.16815,,M1|CHOCH|2026-08-24T08:18:00+00:00|1
B,M1,CHOCH,1,2026-08-24T09:10:00+00:00,10834,1.1679,,1.16793,,M1|CHOCH|2026-08-24T09:10:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T09:48:00+00:00,10872,1.16764,,1.16761,,M1|CHOCH|2026-08-24T09:48:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T10:01:00+00:00,10885,1.16781,,1.16794,,M1|CHOCH|2026-08-24T10:01:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T10:27:00+00:00,10911,1.16737,,1.1673,,M1|CHOCH|2026-08-24T10:27:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T10:40:00+00:00,10924,1.16737,,1.16732,,M1|CHOCH|2026-08-24T10:40:00+00:00|-1
